IPK,Sertifikasi,Sertifikasi Professional,Prestasi Nasional,Kompetisi Top 3 Nasional,Prestasi Internasional,Kompetisi Top 3 Internasional,Intern,Volunteer,Beasiswa,Nilai Bobot,Rank
3.73,0,0,3,1,0,0,13,34,Beasiswa Baznas,0.2510009828,6786
3.22,0,1,3,2,0,0,20,25,Beasiswa Baznas,0.2106565338,8831
3.92,0,1,3,2,0,0,28,35,Beasiswa Baznas,0.3076980462,4369
3.96,0,1,0,2,0,0,32,29,Beasiswa Baznas,0.3030083851,4584
3.76,0,0,0,0,0,0,25,37,Beasiswa Baznas,0.2808847215,5544
3.77,0,1,0,0,0,0,40,29,Beasiswa Baznas,0.3090755932,4310
3.15,0,1,3,0,0,0,31,45,Beasiswa Baznas,0.2957196271,4889
3.17,0,1,2,1,0,0,18,35,Beasiswa Baznas,0.2278206573,7852
3.97,0,1,2,1,0,0,24,29,Beasiswa Baznas,0.2825007474,5462
3.36,0,0,1,0,0,0,30,27,Beasiswa Baznas,0.2487010979,6872
3.94,0,0,2,0,0,0,42,40,Beasiswa Baznas,0.3459143024,2922
3.05,0,0,0,2,0,0,15,43,Beasiswa Baznas,0.2427508414,7129
3.21,0,0,2,2,0,0,25,47,Beasiswa Baznas,0.2892603074,5163
3.61,0,1,0,0,0,0,8,41,Beasiswa Baznas,0.248158536,6892
3.53,0,1,3,2,0,0,2,26,Beasiswa Baznas,0.1971149738,9753
3.5,0,1,2,2,0,0,20,53,Beasiswa Baznas,0.3092879985,4301
3.44,0,1,0,0,0,0,31,34,Beasiswa Baznas,0.2730620219,5869
4,0,0,0,1,0,0,21,24,Beasiswa Baznas,0.2625817717,6293
3.14,0,0,1,1,0,0,22,47,Beasiswa Baznas,0.2740557024,5824
3.14,0,1,0,0,0,0,25,43,Beasiswa Baznas,0.2668170769,6110
3.61,0,1,0,2,0,0,20,29,Beasiswa Baznas,0.2427208175,7132
3.35,0,1,0,2,0,0,15,35,Beasiswa Baznas,0.2294216207,7769
3.74,0,1,3,2,0,0,34,38,Beasiswa Baznas,0.3193714957,3883
3.4,0,0,2,0,0,0,26,42,Beasiswa Baznas,0.2794807194,5598
3.89,0,0,1,2,0,0,25,38,Beasiswa Baznas,0.2994253351,4728
3.8,0,1,0,2,0,0,39,32,Beasiswa Baznas,0.3189464376,3901
3.18,0,1,2,1,0,0,19,47,Beasiswa Baznas,0.2714764426,5927
3.62,0,1,0,0,0,0,37,24,Beasiswa Baznas,0.2818870072,5498
3.07,0,0,2,0,0,0,27,22,Beasiswa Baznas,0.2132964859,8668
3.67,0,1,0,1,0,0,29,45,Beasiswa Baznas,0.3096892778,4289
3.61,0,0,0,1,0,0,10,24,Beasiswa Baznas,0.199264194,9602
3.3,0,0,0,2,0,0,28,45,Beasiswa Baznas,0.2913663297,5064
3.48,0,0,1,0,0,0,13,44,Beasiswa Baznas,0.2577303054,6511
3.25,0,1,1,0,0,0,15,55,Beasiswa Baznas,0.2878532211,5237
3.71,0,1,3,2,0,0,11,55,Beasiswa Baznas,0.312910844,4153
3.36,0,1,3,2,0,0,13,44,Beasiswa Baznas,0.2624038808,6301
3.93,0,0,2,0,0,0,36,40,Beasiswa Baznas,0.3300394791,3451
3.47,0,1,0,1,0,0,42,53,Beasiswa Baznas,0.352589819,2749
3.31,0,1,3,1,0,0,35,27,Beasiswa Baznas,0.2727203353,5877
3.5,0,0,0,1,0,0,17,26,Beasiswa Baznas,0.2124009619,8720
3.71,0,0,3,1,0,0,7,34,Beasiswa Baznas,0.2394273885,7286
3.27,0,1,3,0,0,0,37,23,Beasiswa Baznas,0.2679518544,6065
3.85,0,1,3,0,0,0,39,50,Beasiswa Baznas,0.3573349617,2625
3.2,0,1,1,0,0,0,18,37,Beasiswa Baznas,0.2316841875,7643
3.56,0,0,2,0,0,0,32,32,Beasiswa Baznas,0.2801569042,5576
3.59,0,0,3,1,0,0,12,42,Beasiswa Baznas,0.263070328,6273
3.49,0,1,2,0,0,0,25,36,Beasiswa Baznas,0.2658876424,6148
3.69,0,0,0,0,0,0,38,39,Beasiswa Baznas,0.3171145346,3975
3.75,0,1,2,1,0,0,17,26,Beasiswa Baznas,0.2388093834,7315
3.24,0,1,2,1,0,0,11,25,Beasiswa Baznas,0.1767464411,11103
3.24,0,0,0,2,0,0,11,25,Beasiswa Baznas,0.1757431381,11156
3.14,0,1,0,0,0,0,4,49,Beasiswa Baznas,0.2465479963,6972
3.99,0,1,2,0,0,0,43,53,Beasiswa Baznas,0.3762976128,2168
3.99,0,1,0,0,0,0,36,20,Beasiswa Baznas,0.2958987053,4885
3.32,0,1,0,0,0,0,24,28,Beasiswa Baznas,0.2272143411,7879
3.98,0,1,1,1,0,0,25,53,Beasiswa Baznas,0.3391767021,3144
3.91,0,0,3,1,0,0,32,34,Beasiswa Baznas,0.3108436594,4241
3.4,0,0,3,2,0,0,43,51,Beasiswa Baznas,0.3559576937,2657
3.08,0,1,3,0,0,0,20,45,Beasiswa Baznas,0.2637084829,6246
3.17,0,1,3,2,0,0,33,47,Beasiswa Baznas,0.3133305715,4135
3.3,0,1,0,2,0,0,27,30,Beasiswa Baznas,0.2478062023,6910
3.63,0,0,3,2,0,0,31,54,Beasiswa Baznas,0.3425956117,3043
3.49,0,0,0,2,0,0,7,48,Beasiswa Baznas,0.2666487985,6119
3.95,0,1,2,0,0,0,12,21,Beasiswa Baznas,0.2337356287,7561
3.81,0,0,3,1,0,0,12,47,Beasiswa Baznas,0.2927716408,5005
3.71,0,0,1,0,0,0,40,32,Beasiswa Baznas,0.3116001201,4206
3.93,0,0,3,0,0,0,23,54,Beasiswa Baznas,0.3349072729,3286
3.84,0,1,0,0,0,0,42,22,Beasiswa Baznas,0.3078374867,4365
3.31,0,0,1,1,0,0,36,21,Beasiswa Baznas,0.2590292099,6453
3.23,0,0,0,0,0,0,20,21,Beasiswa Baznas,0.1862219802,10506
3.61,0,0,3,1,0,0,12,20,Beasiswa Baznas,0.1990647917,9619
3.65,0,1,2,0,0,0,32,26,Beasiswa Baznas,0.2739128744,5831
3.91,0,1,3,2,0,0,18,45,Beasiswa Baznas,0.3088607727,4320
3.07,0,0,2,0,0,0,19,29,Beasiswa Baznas,0.2026553589,9361
3.69,0,0,2,1,0,0,6,33,Beasiswa Baznas,0.2308520943,7687
3.7,0,1,2,2,0,0,5,35,Beasiswa Baznas,0.2412352549,7207
3.24,0,1,2,1,0,0,23,43,Beasiswa Baznas,0.2709583345,5948
3.7,0,1,2,0,0,0,13,48,Beasiswa Baznas,0.2867070795,5278
3.68,0,1,3,1,0,0,4,31,Beasiswa Baznas,0.2252879341,7989
3.14,0,0,3,0,0,0,43,46,Beasiswa Baznas,0.3312668066,3410
3.95,0,1,2,0,0,0,24,21,Beasiswa Baznas,0.2624653567,6299
3.74,0,0,2,1,0,0,37,55,Beasiswa Baznas,0.3578321273,2617
3.31,0,1,0,0,0,0,9,36,Beasiswa Baznas,0.2122560543,8731
3.64,0,0,1,0,0,0,32,35,Beasiswa Baznas,0.2897273214,5142
3.68,0,0,1,1,0,0,11,36,Beasiswa Baznas,0.2448197003,7043
3.36,0,0,2,0,0,0,27,34,Beasiswa Baznas,0.2581258085,6494
3.26,0,0,3,0,0,0,22,43,Beasiswa Baznas,0.2676846205,6073
3.19,0,0,3,0,0,0,19,41,Beasiswa Baznas,0.250573401,6808
3.16,0,1,3,0,0,0,36,33,Beasiswa Baznas,0.281416787,5515
3.41,0,0,0,2,0,0,40,52,Beasiswa Baznas,0.3450461332,2961
3.03,0,0,2,2,0,0,23,38,Beasiswa Baznas,0.2496000536,6847
3.11,0,0,2,2,0,0,35,39,Beasiswa Baznas,0.2932095506,4988
3.32,0,1,2,1,0,0,4,45,Beasiswa Baznas,0.2451230168,7031
3.19,0,0,2,1,0,0,28,40,Beasiswa Baznas,0.2731357793,5865
3.15,0,1,3,2,0,0,39,23,Beasiswa Baznas,0.2768623949,5707
3.04,0,0,0,1,0,0,31,51,Beasiswa Baznas,0.3047833418,4495
3.66,0,0,1,0,0,0,43,51,Beasiswa Baznas,0.3554347414,2668
3.42,0,1,1,0,0,0,26,49,Beasiswa Baznas,0.29963566,4719
3.67,0,1,3,2,0,0,25,43,Beasiswa Baznas,0.3036894641,4542
3.16,0,1,3,1,0,0,37,29,Beasiswa Baznas,0.2785390628,5641
3.52,0,0,3,1,0,0,9,39,Beasiswa Baznas,0.2435994625,7087
3.85,0,0,0,0,0,0,11,45,Beasiswa Baznas,0.2802851426,5568
3.66,0,1,0,0,0,0,38,20,Beasiswa Baznas,0.2809646505,5539
3.96,0,0,3,1,0,0,34,54,Beasiswa Baznas,0.3612832317,2537
3.7,0,0,0,2,0,0,8,49,Beasiswa Baznas,0.2835595473,5425
3.58,0,0,2,1,0,0,30,30,Beasiswa Baznas,0.2728163326,5876
3.29,0,0,1,1,0,0,7,28,Beasiswa Baznas,0.1795068391,10928
3.06,0,0,0,1,0,0,20,37,Beasiswa Baznas,0.2315228429,7651
3.25,0,0,1,1,0,0,7,35,Beasiswa Baznas,0.2039680384,9255
3.5,0,0,2,0,0,0,25,32,Beasiswa Baznas,0.2543794323,6645
3.67,0,0,2,2,0,0,28,51,Beasiswa Baznas,0.3279436212,3536
3.92,0,0,3,1,0,0,12,49,Beasiswa Baznas,0.3056090239,4454
3.26,0,0,0,1,0,0,6,45,Beasiswa Baznas,0.2398368792,7271
3.56,0,1,2,1,0,0,40,43,Beasiswa Baznas,0.3327976255,3360
3.49,0,0,2,0,0,0,25,28,Beasiswa Baznas,0.2433153178,7097
3.54,0,0,3,0,0,0,5,44,Beasiswa Baznas,0.2541301014,6652
3.6,0,1,3,0,0,0,30,25,Beasiswa Baznas,0.264176351,6226
3.89,0,1,3,0,0,0,10,28,Beasiswa Baznas,0.2426256188,7141
3.78,0,0,1,0,0,0,41,35,Beasiswa Baznas,0.3238569969,3710
3.45,0,0,3,0,0,0,6,22,Beasiswa Baznas,0.1738984126,11273
3.71,0,0,0,2,0,0,30,47,Beasiswa Baznas,0.3210556006,3811
3.51,0,0,0,0,0,0,37,47,Beasiswa Baznas,0.3238141889,3712
3.22,0,0,1,1,0,0,6,24,Beasiswa Baznas,0.1567954687,12200
3.85,0,1,1,2,0,0,31,36,Beasiswa Baznas,0.3090005751,4316
3.94,0,0,3,2,0,0,39,30,Beasiswa Baznas,0.3277024478,3549
3.19,0,0,0,1,0,0,20,37,Beasiswa Baznas,0.2365255455,7424
3.97,0,0,1,0,0,0,4,54,Beasiswa Baznas,0.306754744,4409
3.73,0,0,1,1,0,0,42,50,Beasiswa Baznas,0.3566173035,2640
3.71,0,0,1,1,0,0,17,35,Beasiswa Baznas,0.2563302437,6571
3.17,0,1,2,0,0,0,38,21,Beasiswa Baznas,0.2620193832,6323
3.14,0,0,1,0,0,0,26,51,Beasiswa Baznas,0.2937195735,4968
3.08,0,1,0,1,0,0,29,43,Beasiswa Baznas,0.2790155232,5625
3.64,0,1,0,2,0,0,12,39,Beasiswa Baznas,0.2558287717,6586
3.56,0,0,0,1,0,0,40,33,Beasiswa Baznas,0.3070328178,4395
3.05,0,1,0,1,0,0,28,42,Beasiswa Baznas,0.2722669017,5890
3.45,0,1,2,0,0,0,4,47,Beasiswa Baznas,0.2568310336,6547
3.1,0,1,2,2,0,0,12,29,Beasiswa Baznas,0.1897674792,10281
3.95,0,0,1,0,0,0,7,30,Beasiswa Baznas,0.243738565,7079
3.39,0,1,3,0,0,0,21,34,Beasiswa Baznas,0.2449955098,7036
3.75,0,1,1,2,0,0,5,45,Beasiswa Baznas,0.274037622,5826
3.21,0,0,0,0,0,0,24,31,Beasiswa Baznas,0.2288861269,7795
3.78,0,0,2,0,0,0,32,40,Beasiswa Baznas,0.3110939963,4227
3.25,0,0,2,1,0,0,10,51,Beasiswa Baznas,0.2695047296,6004
3.13,0,0,0,2,0,0,29,37,Beasiswa Baznas,0.2654394683,6173
3.63,0,0,3,2,0,0,18,45,Beasiswa Baznas,0.2895469811,5148
3.25,0,1,3,0,0,0,23,46,Beasiswa Baznas,0.2804142826,5559
3.97,0,0,1,0,0,0,33,47,Beasiswa Baznas,0.3377841108,3191
3.75,0,0,0,2,0,0,26,45,Beasiswa Baznas,0.3086688026,4331
3.66,0,1,2,2,0,0,31,33,Beasiswa Baznas,0.2923775318,5023
3.13,0,1,3,1,0,0,26,28,Beasiswa Baznas,0.2335578172,7570
3.98,0,1,1,0,0,0,4,38,Beasiswa Baznas,0.2653654229,6177
3.57,0,1,2,0,0,0,18,20,Beasiswa Baznas,0.2080458855,8994
3.61,0,1,1,1,0,0,16,22,Beasiswa Baznas,0.2109986023,8807
3.85,0,0,2,0,0,0,14,28,Beasiswa Baznas,0.2425727872,7145
3.78,0,0,3,1,0,0,36,36,Beasiswa Baznas,0.318272839,3927
3.1,0,1,0,2,0,0,29,36,Beasiswa Baznas,0.262915994,6280
3.52,0,0,2,0,0,0,9,40,Beasiswa Baznas,0.2421380036,7166
3.75,0,0,3,0,0,0,3,24,Beasiswa Baznas,0.2077222156,9014
3.81,0,1,3,0,0,0,12,54,Beasiswa Baznas,0.3112745318,4219
3.3,0,1,0,0,0,0,17,25,Beasiswa Baznas,0.1931198081,10031
3.96,0,1,2,2,0,0,2,25,Beasiswa Baznas,0.2359478813,7454
3.99,0,0,0,1,0,0,29,29,Beasiswa Baznas,0.2924918107,5018
3.5,0,0,2,1,0,0,7,24,Beasiswa Baznas,0.1860750161,10515
3.92,0,0,3,1,0,0,30,51,Beasiswa Baznas,0.3441468129,2993
3.28,0,1,1,1,0,0,3,38,Beasiswa Baznas,0.2137752895,8633
3.53,0,1,2,2,0,0,24,41,Beasiswa Baznas,0.2852610078,5346
3.37,0,1,1,2,0,0,38,24,Beasiswa Baznas,0.2795396932,5591
3.2,0,0,0,1,0,0,30,49,Beasiswa Baznas,0.3011519775,4657
3.43,0,1,3,1,0,0,9,49,Beasiswa Baznas,0.2731327979,5867
3.44,0,1,1,2,0,0,30,42,Beasiswa Baznas,0.297851641,4796
3.69,0,1,0,1,0,0,23,31,Beasiswa Baznas,0.2592073171,6444
3.59,0,1,3,0,0,0,36,23,Beasiswa Baznas,0.2804418627,5555
3.01,0,1,3,1,0,0,17,22,Beasiswa Baznas,0.1761927677,11123
3.19,0,1,3,2,0,0,27,21,Beasiswa Baznas,0.225658764,7967
3.18,0,0,2,2,0,0,20,46,Beasiswa Baznas,0.2724999146,5883
3.34,0,1,3,2,0,0,20,45,Beasiswa Baznas,0.2797299782,5587
3.91,0,0,1,1,0,0,35,25,Beasiswa Baznas,0.2981501222,4778
3.28,0,1,1,2,0,0,2,22,Beasiswa Baznas,0.154249366,12327
3.54,0,0,2,1,0,0,30,23,Beasiswa Baznas,0.254866071,6625
3.51,0,1,0,1,0,0,5,36,Beasiswa Baznas,0.222570138,8132
3.12,0,1,2,0,0,0,24,22,Beasiswa Baznas,0.2039030524,9263
3.19,0,0,3,0,0,0,42,28,Beasiswa Baznas,0.2919775769,5042
3.62,0,0,2,1,0,0,32,32,Beasiswa Baznas,0.2861908999,5300
3.18,0,0,2,1,0,0,5,43,Beasiswa Baznas,0.230831537,7690
3.3,0,1,1,1,0,0,40,27,Beasiswa Baznas,0.2865120484,5286
3.94,0,1,2,0,0,0,8,27,Beasiswa Baznas,0.2396686256,7274
3.47,0,1,1,1,0,0,18,31,Beasiswa Baznas,0.2304084089,7706
3.8,0,0,0,1,0,0,3,37,Beasiswa Baznas,0.2461252357,6986
3.73,0,1,0,1,0,0,4,37,Beasiswa Baznas,0.2423489918,7155
3.72,0,1,3,0,0,0,13,28,Beasiswa Baznas,0.2321565143,7630
3.16,0,1,2,0,0,0,34,25,Beasiswa Baznas,0.253562811,6679
3.22,0,1,0,2,0,0,31,55,Beasiswa Baznas,0.3250628514,3664
3.41,0,0,3,1,0,0,3,37,Beasiswa Baznas,0.2215955357,8193
3.32,0,1,2,2,0,0,18,44,Beasiswa Baznas,0.268488567,6046
3.05,0,1,1,0,0,0,18,25,Beasiswa Baznas,0.1839415799,10652
3.99,0,0,1,1,0,0,30,53,Beasiswa Baznas,0.3482699929,2858
3.06,0,1,3,1,0,0,27,39,Beasiswa Baznas,0.2664137234,6128
3.91,0,0,1,0,0,0,31,32,Beasiswa Baznas,0.2973019552,4826
3.63,0,1,3,2,0,0,11,38,Beasiswa Baznas,0.2561347901,6579
3.93,0,1,2,0,0,0,21,46,Beasiswa Baznas,0.3104102017,4259
3.79,0,1,2,1,0,0,22,26,Beasiswa Baznas,0.2557057211,6590
3.06,0,0,1,2,0,0,23,22,Beasiswa Baznas,0.1996802637,9564
3.72,0,0,1,2,0,0,13,25,Beasiswa Baznas,0.224040794,8054
3.1,0,1,1,2,0,0,16,25,Beasiswa Baznas,0.1850568094,10593
3.06,0,0,1,2,0,0,25,54,Beasiswa Baznas,0.303664632,4546
3.36,0,1,0,1,0,0,34,50,Beasiswa Baznas,0.3212539008,3807
3.05,0,1,3,2,0,0,35,42,Beasiswa Baznas,0.3027657002,4597
3.37,0,0,0,1,0,0,38,25,Beasiswa Baznas,0.2755390336,5749
3.24,0,0,0,2,0,0,43,52,Beasiswa Baznas,0.3473738799,2884
3.77,0,1,0,2,0,0,4,27,Beasiswa Baznas,0.2197235078,8286
3.32,0,1,1,0,0,0,35,47,Beasiswa Baznas,0.3139253246,4111
3.73,0,0,0,2,0,0,32,36,Beasiswa Baznas,0.3014382261,4641
3.48,0,0,1,0,0,0,15,44,Beasiswa Baznas,0.2615210702,6346
3.3,0,0,0,0,0,0,5,52,Beasiswa Baznas,0.2633033803,6259
3.2,0,1,1,1,0,0,35,53,Beasiswa Baznas,0.3277371503,3547
3.46,0,1,0,1,0,0,23,26,Beasiswa Baznas,0.2296206397,7754
3.21,0,0,3,2,0,0,38,36,Beasiswa Baznas,0.3013366995,4649
3.2,0,0,3,0,0,0,17,52,Beasiswa Baznas,0.2828191065,5448
3.84,0,0,3,0,0,0,39,26,Beasiswa Baznas,0.3090277485,4314
3.75,0,1,1,2,0,0,42,36,Beasiswa Baznas,0.3342911869,3311
3.47,0,0,3,2,0,0,2,53,Beasiswa Baznas,0.282810222,5449
3.5,0,1,0,0,0,0,29,54,Beasiswa Baznas,0.3220783935,3779
3.52,0,0,2,0,0,0,35,24,Beasiswa Baznas,0.271216231,5935
3.1,0,1,1,2,0,0,43,47,Beasiswa Baznas,0.3356484675,3265
3.25,0,0,3,2,0,0,7,36,Beasiswa Baznas,0.2160554624,8498
3.15,0,0,3,1,0,0,17,30,Beasiswa Baznas,0.2081731992,8982
3.25,0,0,1,2,0,0,16,43,Beasiswa Baznas,0.2540783479,6657
3.65,0,1,2,1,0,0,20,52,Beasiswa Baznas,0.3106825987,4247
3.69,0,0,2,0,0,0,40,23,Beasiswa Baznas,0.2963982639,4868
3.04,0,0,1,2,0,0,26,24,Beasiswa Baznas,0.216818655,8454
3.94,0,1,0,1,0,0,35,35,Beasiswa Baznas,0.3185051038,3919
3.69,0,1,1,1,0,0,8,44,Beasiswa Baznas,0.2671035819,6097
3.84,0,0,3,1,0,0,33,35,Beasiswa Baznas,0.311276514,4218
3.95,0,1,0,2,0,0,12,49,Beasiswa Baznas,0.3064065168,4422
3.89,0,0,1,0,0,0,24,46,Beasiswa Baznas,0.3108650516,4240
3.89,0,0,3,1,0,0,41,40,Beasiswa Baznas,0.3456985991,2930
3.16,0,0,2,0,0,0,24,44,Beasiswa Baznas,0.2699211849,5988
3.54,0,1,2,0,0,0,40,50,Beasiswa Baznas,0.3444415339,2985
3.34,0,1,2,0,0,0,20,20,Beasiswa Baznas,0.1957193291,9862
3.32,0,0,1,2,0,0,11,34,Beasiswa Baznas,0.2151792004,8556
3.42,0,0,0,2,0,0,15,24,Beasiswa Baznas,0.1975918212,9715
3.21,0,1,2,0,0,0,17,36,Beasiswa Baznas,0.2280022721,7845
3.05,0,0,3,0,0,0,22,21,Beasiswa Baznas,0.1915057279,10162
3.34,0,0,1,1,0,0,38,29,Beasiswa Baznas,0.2836754982,5422
3.91,0,1,1,0,0,0,29,32,Beasiswa Baznas,0.2931234831,4993
3.08,0,0,3,2,0,0,23,26,Beasiswa Baznas,0.2167265596,8462
3.21,0,0,0,2,0,0,37,28,Beasiswa Baznas,0.2743609426,5808
3.22,0,1,2,1,0,0,19,49,Beasiswa Baznas,0.2795171098,5595
3.22,0,0,0,0,0,0,39,39,Beasiswa Baznas,0.30040114,4693
3.77,0,0,3,1,0,0,30,30,Beasiswa Baznas,0.2874609222,5252
3.74,0,0,3,2,0,0,33,21,Beasiswa Baznas,0.2805359405,5554
3.57,0,0,2,1,0,0,21,41,Beasiswa Baznas,0.275365014,5761
3.21,0,1,0,0,0,0,32,31,Beasiswa Baznas,0.258532892,6472
3.74,0,1,3,2,0,0,28,24,Beasiswa Baznas,0.2711761805,5938
3.25,0,0,1,0,0,0,17,25,Beasiswa Baznas,0.1898905451,10276
3.9,0,1,2,0,0,0,42,22,Beasiswa Baznas,0.3146441422,4083
3.69,0,1,0,1,0,0,3,39,Beasiswa Baznas,0.2444855803,7051
3.15,0,0,1,2,0,0,8,54,Beasiswa Baznas,0.2747881326,5784
3.82,0,0,0,0,0,0,23,21,Beasiswa Baznas,0.2436433593,7083
3.04,0,1,3,1,0,0,8,38,Beasiswa Baznas,0.2136190981,8646
3.13,0,1,3,1,0,0,27,27,Beasiswa Baznas,0.2346377049,7512
3.73,0,0,3,2,0,0,27,31,Beasiswa Baznas,0.2813836306,5516
3.81,0,1,0,0,0,0,3,47,Beasiswa Baznas,0.2754750214,5752
3.81,0,0,3,0,0,0,9,20,Beasiswa Baznas,0.2122689906,8730
3.19,0,0,2,2,0,0,7,23,Beasiswa Baznas,0.1590176144,12104
3.13,0,0,2,0,0,0,29,21,Beasiswa Baznas,0.2217975001,8184
3.93,0,0,1,1,0,0,7,34,Beasiswa Baznas,0.2545803552,6637
3.29,0,1,1,0,0,0,35,36,Beasiswa Baznas,0.2857324448,5326
3.23,0,1,3,0,0,0,39,35,Beasiswa Baznas,0.2986112057,4759
3.05,0,0,2,0,0,0,33,21,Beasiswa Baznas,0.2360121566,7448
3.94,0,1,0,1,0,0,31,37,Beasiswa Baznas,0.3120799966,4185
3.19,0,1,1,2,0,0,6,36,Beasiswa Baznas,0.2078032124,9007
3.75,0,0,3,0,0,0,22,46,Beasiswa Baznas,0.302140368,4621
3.73,0,1,0,2,0,0,21,22,Beasiswa Baznas,0.238562531,7326
3.49,0,0,3,2,0,0,5,42,Beasiswa Baznas,0.249772387,6840
3.59,0,1,3,1,0,0,7,54,Beasiswa Baznas,0.2951717877,4910
3.64,0,1,1,1,0,0,21,41,Beasiswa Baznas,0.2790777878,5622
3.85,0,1,2,2,0,0,16,41,Beasiswa Baznas,0.2878902946,5232
3.72,0,1,2,0,0,0,28,49,Beasiswa Baznas,0.3208225658,3819
3.89,0,1,3,1,0,0,37,41,Beasiswa Baznas,0.338757682,3157
3.9,0,1,2,1,0,0,36,53,Beasiswa Baznas,0.3599171521,2569
3.55,0,0,2,2,0,0,26,36,Beasiswa Baznas,0.2768781455,5705
3.84,0,1,1,1,0,0,15,22,Beasiswa Baznas,0.2311564116,7674
3.11,0,0,3,0,0,0,31,45,Beasiswa Baznas,0.2931924213,4989
3.09,0,1,2,1,0,0,17,20,Beasiswa Baznas,0.1701704424,11510
3.28,0,1,2,2,0,0,17,20,Beasiswa Baznas,0.1861572751,10510
3.79,0,0,3,2,0,0,39,24,Beasiswa Baznas,0.3084424741,4345
3.07,0,0,1,1,0,0,8,23,Beasiswa Baznas,0.1466358975,12670
3.28,0,1,3,0,0,0,25,50,Beasiswa Baznas,0.2984873658,4762
3.32,0,1,0,2,0,0,17,41,Beasiswa Baznas,0.252753225,6712
3.31,0,0,2,1,0,0,14,49,Beasiswa Baznas,0.271811647,5913
3.73,0,1,0,0,0,0,12,40,Beasiswa Baznas,0.2598820109,6415
3.98,0,1,0,2,0,0,9,25,Beasiswa Baznas,0.242689254,7134
3.31,0,1,2,0,0,0,41,49,Beasiswa Baznas,0.3366224476,3227
3.72,0,0,0,2,0,0,24,52,Beasiswa Baznas,0.3207234843,3822
3.68,0,0,2,0,0,0,5,51,Beasiswa Baznas,0.2829549323,5443
3.66,0,0,0,2,0,0,17,22,Beasiswa Baznas,0.2193561635,8299
3.84,0,0,3,2,0,0,23,29,Beasiswa Baznas,0.2737567535,5842
3.72,0,1,2,2,0,0,41,26,Beasiswa Baznas,0.3133757917,4134
3.37,0,0,1,1,0,0,36,53,Beasiswa Baznas,0.3344119504,3309
3.05,0,0,2,2,0,0,39,54,Beasiswa Baznas,0.340210945,3113
3.4,0,1,1,2,0,0,36,46,Beasiswa Baznas,0.3231675937,3732
3.26,0,0,2,1,0,0,2,30,Beasiswa Baznas,0.1810614587,10827
3.27,0,1,2,0,0,0,35,31,Beasiswa Baznas,0.2750653624,5775
3.37,0,0,2,1,0,0,23,54,Beasiswa Baznas,0.3081927768,4350
3.26,0,1,0,1,0,0,24,27,Beasiswa Baznas,0.2234093666,8093
3.22,0,0,2,2,0,0,43,49,Beasiswa Baznas,0.3438287665,3004
3.04,0,1,0,0,0,0,8,53,Beasiswa Baznas,0.2623867805,6302
3.01,0,1,0,2,0,0,29,51,Beasiswa Baznas,0.3032720325,4569
3.32,0,1,3,0,0,0,43,38,Beasiswa Baznas,0.3210518787,3812
3.81,0,1,0,1,0,0,7,53,Beasiswa Baznas,0.2992248723,4740
3.11,0,0,0,2,0,0,30,27,Beasiswa Baznas,0.2416418041,7190
3.69,0,1,0,0,0,0,24,28,Beasiswa Baznas,0.2523363308,6731
3.34,0,0,1,0,0,0,36,41,Beasiswa Baznas,0.3015753357,4637
3.77,0,0,1,2,0,0,12,30,Beasiswa Baznas,0.2401323726,7257
3.05,0,0,2,0,0,0,8,46,Beasiswa Baznas,0.2390111941,7306
3.85,0,1,0,1,0,0,12,20,Beasiswa Baznas,0.2198528299,8277
3.37,0,1,1,1,0,0,23,35,Beasiswa Baznas,0.2507614443,6799
3.34,0,1,2,1,0,0,39,35,Beasiswa Baznas,0.3031117629,4581
3.22,0,1,2,0,0,0,36,53,Beasiswa Baznas,0.3300661615,3449
3.69,0,0,1,0,0,0,25,21,Beasiswa Baznas,0.2401969436,7255
3.31,0,1,3,0,0,0,11,29,Beasiswa Baznas,0.1968596241,9770
3.61,0,0,3,2,0,0,22,21,Beasiswa Baznas,0.2338832489,7553
3.72,0,0,1,2,0,0,10,54,Beasiswa Baznas,0.3037700922,4535
3.69,0,1,1,2,0,0,17,46,Beasiswa Baznas,0.2911962507,5076
3.48,0,1,2,2,0,0,14,27,Beasiswa Baznas,0.2136854631,8640
3.61,0,0,3,2,0,0,23,44,Beasiswa Baznas,0.296691372,4847
3.25,0,1,2,0,0,0,11,30,Beasiswa Baznas,0.1935620351,10001
3.74,0,0,3,2,0,0,28,54,Beasiswa Baznas,0.3411117588,3093
3.05,0,0,2,2,0,0,33,28,Beasiswa Baznas,0.2571750135,6535
3.42,0,1,0,2,0,0,2,42,Beasiswa Baznas,0.2380651105,7350
3.67,0,0,1,2,0,0,15,55,Beasiswa Baznas,0.3112717205,4220
3.58,0,0,3,2,0,0,30,55,Beasiswa Baznas,0.3406327594,3104
3.23,0,0,1,0,0,0,43,32,Beasiswa Baznas,0.3005928291,4683
3.52,0,1,2,0,0,0,43,21,Beasiswa Baznas,0.2959560099,4883
3.04,0,0,1,1,0,0,41,50,Beasiswa Baznas,0.3309370747,3424
3.76,0,0,1,1,0,0,27,49,Beasiswa Baznas,0.3201064634,3849
3.76,0,0,0,0,0,0,34,36,Beasiswa Baznas,0.3031659238,4576
3.22,0,0,1,0,0,0,11,54,Beasiswa Baznas,0.2758183115,5739
